Unique_Namecodes,DeviceName
NICOPC,Other
VW BT LUCA,Car
ID115Pro,Wearable (Fitness Tracker)
PCINO,Other
Bluetooth Device,Other
S9b05314857d7233aC,Other
DP_2_0_TOVJX517375,Other
imac2,Desktop PC
Musicflute,Other
HUAWEI Band 3 Pro-931,Wearable (Fitness Tracker)
DP_2_1_TOGKY298458,Other
LAPTOP-H0BDFMSI,Laptop
WID-+yyXkvD3-A0006,Other
JH-8830BT,Other
CLT-L29 (086)0,Smartphone
WIKO lubi4,Smartphone
HUAWEI P 30 LITE,Smartphone
HUAWEI P30 LITE,Smartphone
DP_2_1_TOGKY006545,Other
DP_2_1_TOGLY081338,Other
ihoment_H6113_BDE0,Other
MIScooter0737,Scooter
MIScooter5185,Scooter
MAUROHP,Other
Giovanni ,Other
MD2FK9HC,Other
DP_2_0_TOVJX232205,Other
Remi.....3467711332,Other
Sfafcb0c8692a2b8eC,Other
Carplay837f00,Car
VW BT 3727,Car
fuffy Oppo 2,Smartphone
iMac di Informa ,Desktop PC
eli,Other
milena,Other
God 2.Oh,Other
HELVEI HELHP01,Other
VW BT 7650,Car
Darkmon98,Other
CEBS,Other
DP_2_0_TOVHX041360,Other
DP_2_0_TOVJT023957,Other
Galaxy Watch Active (0AD1) LE,Wearable (Fitness Tracker)
DP_2_1_TOGLY085496,Other
DP_2_1_TOGJY020097,Other
M-TRSP90,Other
VW BT 5907,Car
XIAOMI MI NOTE 10,Smartphone
LG SK5(1C),Bluetooth Speaker
VW BT 1604,Car
MIScooter2917,Scooter
Filippo V,Other
VW BT 3293,Car
SumUp 210,Payment Device
82898549,Other
Lorenzo,Other
Tunai Firefly,Other
LA DANY,Other
Super golf,Other
VW BT 5614,Car
Merlino,Other
FÃG,Other
HUAWEI Band 4-DB0,Wearable (Fitness Tracker)
DP_2_1_TOGKX180578,Other
Polar mobile 43943089,Smartphone
DP_2_1_TOGKX045965,Other
AUDI,Car
DP_2_0_TOVHT294485,Other
HUAWEI MATE 20 LITE ,Smartphone
Galaxy Fitâ (339F),Wearable (Fitness Tracker)
SumUp 654,Payment Device
SEAT BT 7763,Car
Audi_MMI_2208,Other
Wireless Controller,Other
NBScooter1611,Scooter
HUAWEI WATCH GT-903,Wearable (Fitness Tracker)
XXXXJ180800677,Other
eledianuc12,Other
DESKTOP-1RF8FTU,Desktop PC
lightning,Other
DP_2_0_TOVJT169900,Other
piccowifi,Other
E3E-EU-NHA0539A,Other
TV mario,TV
MacBook Pro di Paolo,Laptop
TIMvision 1985,Other
1802S022001123,Other
SOUNDPEATS Truebuds,Bluetooth Headphones
L13C,Other
DigitalDNA Key 080045,Other
Ugreen-70601,Other
Redmi Seb,Smartphone
Audi MMI 6802,Other
telefono serena,Smartphone
MB-5274C17,Other
HUAWEI Papp,Other
Porsche BT 6766,Car
Huawei Ale,Smartphone
iPhone di Alberto(2),Smartphone
VW BT 5008,Car
MIScooter0563,Scooter
DP_2_0_TOVHX148658,Other
S Tre,Other
Huawei Rene ,Smartphone
DP_2_1_TOGKY312823,Other
D3500_6252472,Other
DP_2_1_TOGKX062001,Other
valery,Other
DP_2_0_TOVJT192357,Other
AUDI MMI 8225,Other
VW BT 3725,Car
DP_2_1_TOGKY231594,Other
PIERO-PC,Desktop PC
SEAT BT 1499,Car
Urun-FE6363D69585,Other
Kiox 5982,Other
OPPO Reno2 Z Ema,Smartphone
CAR BT-APP,Car
TIM_BOX 7053,Other
VW BT 5538,Car
Honor View 10 Lite di Monica,Smartphone
HONOR Magic Earbuds,Other
DP_2_1_TOGJY021368,Other
DP_2_1_TOGKY175401,Other
A18,Other
HUAWEI NICOLA,Smartphone
MIScooter7458,Scooter
Polar H10 2C2CD425,Wearable (Fitness Tracker)
VW3-EU-MBA5175A,Other
HUAWEI Band 4-562,Wearable (Fitness Tracker)
VW BT 9066,Car
55PUS750412,TV
LG webOS TV UN70706LB,TV
HT-G700,Bluetooth Speaker
SONY KD-77AG9,TV
HUAWEI WATCH GT 2-054,Wearable (Fitness Tracker)
LG-CM1560DAB(A1),Other
HUAWEI WATCH GT 2e-D4D,Wearable (Fitness Tracker)
846B215E427C33AEE9,Other
VW BT 4126,Car
ALMERONI,Other
Audi MMI 8703,Other
Echo Spot-30A,Bluetooth Speaker
Gamefoul,Other
OPPO RENO 2 QUELLO BELLO,Smartphone
Phone Andrea,Smartphone
Luna05,Other
MB-5282623,Other
LAPTOP-8D927QBO,Laptop
DP_2_0_TOVJT208208,Other
DP_2_0_TOVJT192463,Other
Redmi AC,Appliance
SEAT BT 3766,Car
DP_2_1_TOGKX110838,Other
IT-TN-NB-091,Other
DP_2_0_TOVJX352779,Other
Audi_MMI_6413,Other
Ange,Other
Skoda BT 1429,Car
VW BT 7393,Car
Skoda BT 8207,Car
gerry,Other
hahahahahaha lol,Other
BT1375,Other
Gado73,Other
MVBrick,Other
RTL31231,Other
lime-931303279756,Other
lime-931303309090,Other
lime-931303289878,Other
lime-931303343973,Other
lime-931303274804,Other
lime-931303272379,Other
lime-931303294089,Other
lime-931303278123,Other
Casper,Other
HUAWEI Mate 20 lite JIG,Smartphone
22303687,Other
Vb1-AgAa+A,Other
Polar M600 6625,Wearable (Fitness Tracker)
Qwatch 3.1,Wearable (Fitness Tracker)
Polar Vantage M 4AA06C28,Wearable (Fitness Tracker)
SPEAKER 4.2,Bluetooth Speaker
BSS3012240,Other
Alessandro ,Other
HONOR Band 5-491,Wearable (Fitness Tracker)
1246,Other
Jp Cuello,Other
81614424,Other
TIM_BOX 1616,Other
DP_2_0_TOVHT149001,Other
VW BT 3909,Car
JCAC10000,Other
Giant_Unpaired ,Other
Echo Dot-3EK,Bluetooth Speaker
GM8 go,Smartphone
1835S023023330,Other
LE-Casa Ryuji,Other
CASSA023,Other
DESKTOP-SARGBB2,Desktop PC
AMT20,Other
LGGU230,Other
DP_2_0_TOVJX588250,Other
TIM_BOX 4128,Other
Apple TV fra (2),TV
DP_2_0_TOVJT107838,Other
B210_73144079,Other
DP_2_1_TOGKX332737,Other
B210_73133810,Other
Giovanna ,Other
Mahmoud mossad,Other
SEAT BT 2997,Car
Carlos18,Other
Q8 4BBA,Other
DP C171.UART,Other
QASHQAI,Car
paccottino ,Other
SITMLZ001TAB01,Other
HUAWEI P10 liste ,Smartphone
B210_73113445,Other
B210_73142465,Other
SEAT BT 3906,Car
Expert_F42761BCB2B8,Other
Echo Dot-ANP,Bluetooth Speaker
AUKEY EP-T16S,Bluetooth Headphones
TomTom GO 520,GPS Navigation System
cool1 dual,Smartphone
LINDA,Other
HUAWEI WATCH FIT-C17,Wearable (Fitness Tracker)
B210_73151765,Other
S7aa54859213e9fdcC,Other
VW BT 8956,Car
LED Lantern Speaker,Bluetooth Speaker
Giusy,Other
cuffie pietro,Bluetooth Headphones
DESKTOP-6S7IVGQ,Desktop PC
little,Other
Larisa Redmi,Smartphone
PC-MIRKO,Laptop
gabby,Other
DESKTOP-84E5KL4,Desktop PC
nuvi #3900068104,GPS Navigation System
DP_2_1_TOGJX016891,Other
CR-25264,Other
DC9088B38BDB,Other
VW BT 0898,Car
Sa3185355c573ba1dC,Other
LAPTOP-4HVT2BLK,Laptop
Skoda BT 5324,Car
B210_73002850,Other
20136704,Other
SumUp 966,Payment Device
VS9-EU-MGA0828A,Other
pietro,Other
BEEEAA,Other
beo,Other
Annamaria,Other
Aigor,Other
1743S023004447,Other
82100851,Other
LG CM1560(B9),Other
SumUp 636,Payment Device
81772714,Other
Expert_C424DA354B6A,Other
BRC1H 6BF24E,Other
TOSHIBA TEC BT,Other
HONOR Band 5-011,Wearable (Fitness Tracker)
PR BT EA5A,Other
81937076DC      ,Other
VW BT 9123,Car
XA475JH> .,Other
RNBT-9BF5,Other
BarbarisiN,Other
AC692x_Bluetooth,Other
ID107L,Other
SMA001d SN 2100344338 SN21003,Other
Rigel,Other
VW BT 4301,Car
Samsung MINI 499D74,Smartphone
ASUS_X018D,Smartphone
HP-Laptop-15,Laptop
LINK MV3269I01235,Other
MaxP30Lite,Smartphone
MOVETIME Smartwatch-3A34,Wearable (Fitness Tracker)
HONOR Band 5-E64,Wearable (Fitness Tracker)
HUAWEI WATCH GT-A11,Wearable (Fitness Tracker)
Galaxy Fitâ (725F),Wearable (Fitness Tracker)
DP_2_1_TOGKX155495,Other
Gear S3 (B329),Wearable (Fitness Tracker)
Black Shark FunCooler Pro,Other
PCALBERTO,Desktop PC
RNBT-5107,Other
SMARTBIN,Other
50J163803942,Other
82219670,Other
HUAWEI Band 3 Pro-B8F,Wearable (Fitness Tracker)
UA FP 654F,Other
ANDREAS,Other
SB1326H,Other
DP_2_1_TOGKX006165,Other
DP_2_0_TOVJX218312,Other
82673169,Other
23163952,Other
BC31,Other
DP_2_0_TOVJX024413,Other
14086CFH,Other
DP_2_0_TOVJX318592,Other
EssenzaTwo_009D6B6185BB,Other
TV TV Samsung Salotto,TV
Lorið³,Other
Audi_MMI,Other
VW BT 3244,Car
Redmi123,Smartphone
DESKTOP-NDPJQRG,Desktop PC
Cristiana,Other
XXXXJ163403155,Other
Bluedio,Other
TIM_BOX 1053,Other
Mouse di ademir,Other
XXRBJ151900835,Other
C6038,Other
TVSamsung tv,TV
TV Samsung QLED,TV
FMB920_4808459_LE,Other
SMA001d SN 2140026436 SN21400,Other
TIMvision 5563,Other
TIM_BOX 0961,Other
LAPTOP-DEOMH4E9,Laptop
DSSURFACE,Other
DESKTOP-IVVOPE5,Desktop PC
22267280,Other
INDRI-R2D2,Other
PC-FRANCESCO,Desktop PC
HUAWEI Band 4-8FE,Wearable (Fitness Tracker)
DESKTOP-JJTDF38,Desktop PC
HBQ-Q32S.TWS,Bluetooth Headphones
UE NICO,Other
FLOS        ,Other
IPXXJ141100211,Other
Polar Vantage M 4C651820,Wearable (Fitness Tracker)
F0!ï¿½,Other
S95Pro,Smartphone
MADDAð,Other
IWL250 81636103,Other
82808776,Other
Galaxy Watch Active2(BA75) LE,Wearable (Fitness Tracker)
HUAWEI Band 4 Pro-BB5,Wearable (Fitness Tracker)
giulia ,Other
Jess,Other
ANDROMEDA,Other
HUAWEI Band 3 Pro-C5F,Wearable (Fitness Tracker)
SPC Smartee Pop_LE,Wearable (Fitness Tracker)
YG,Other
TV Samsung Q64T,TV
WONDERBOOM 2,Bluetooth Speaker
HRM-Dual303054,Other
Galaxy Watch (69B6) LE,Wearable (Fitness Tracker)
Galaxy S20+ 5G,Smartphone
LAPTOP-GE7R5Q5T,Laptop
IPXXJ141800685,Other
FABIO,Other
i11,Bluetooth Headphones
DESKTOP-BS0PC6E,Desktop PC
LEGGENDA,Other
DESKTOP-TC0EEO5,Desktop PC
Ambit3 1944101938,Wearable (Fitness Tracker)
Gear S3 (DEA4) LE,Wearable (Fitness Tracker)
HONOR 9X PRO,Smartphone
Monica,Other
SumUp 864,Payment Device
MI SCALE2,Other
1fL3sY5TtnvByLZPJ_501SwKgrARFB,Other
cri â¤ï¸,Other
Galaxy Watch Active2(CE5F) LE,Wearable (Fitness Tracker)
XXRBJ152800476,Other
Soundcore Motion+,Bluetooth Speaker
Audi_MMI_2889,Other
Galaxy Buds Live,Bluetooth Headphones
TIM_BOX 7567,Other
OPPO Reno2 ANNA,Smartphone
Triones-FFFF400001,Other
60328312,Other
82852191,Other
MATTEOFILIPPINI,Other
mi_phone,Smartphone
TIM_BOX 7994,Other
HONOR Band 5-104,Wearable (Fitness Tracker)
chelo 80,Other
TV UE55JU6875,TV
HONOR Band 5-CFF,Wearable (Fitness Tracker)
Parrot v5.24C,Other
VW TOURAN,Car
TIMvision 4173,Other
INE-W970BT,Other
Audi MMI 4257,Other
IPXXJ141801053,Other
AVH-A3200DAB,Other
Watch6,Wearable (Fitness Tracker)
DP_2_0_TOVJT122573,Other
rita Bregoli (GT-I9060,Smartphone
LAPTOP-6UPL83I5,Laptop
BLE_Bluetooth,Other
DESKTOP-Q6L4RHP,Desktop PC
DP_2_0_TOVJX503231,Other
CarBT,Other
magari...,Other
LOVE MACHINE,Other
Hotspot Vale ,Other
JoyCon Controller,Other
HUAWEI P smart 2019l,Smartphone
Y6s,Smartphone
DP_2_0_TOVHT117776,Other
VW BT 0606,Car
DP_2_1_TOGKY229937,Other
VW BT 0040,Car
VW BT 3330,Car
kika,Other
Galaxy Watch (1CF3) LE,Wearable (Fitness Tracker)
VW BT 9569,Car
KENWOOD BT MM-8U2,Other
HUAWEI P smart teresa,Smartphone
VW BT 7685,Car
TOBHT022195,Other
Window,Other
HUAWEI MediaPad M5,Tablet
VW BT 2780,Car
HUAWEI Mate 10 Pro cold ,Smartphone
Rino,Other
Panasoni ,Other
HUAWEI di Gianluca ,Smartphone
HUAWEI di Alessandro ,Smartphone
HONOR Band 5-D4B,Wearable (Fitness Tracker)
VW POLO,Car
VW TIGUAN MARZIA,Car
VW BT 8296,Car
SumUp 445,Payment Device
SumUp 431,Payment Device
SumUp 971,Payment Device
HONOR Band 5-243,Wearable (Fitness Tracker)
AppleÂ TV stef0,TV
AppleÂ TV stefano,TV
Skoda BT 2229,Car
HUAWEI WATCH GT-2E9,Wearable (Fitness Tracker)
Queen Victoria,Other
UMANA Sound,Bluetooth Speaker
DP_2_1_TOGKY058259,Other
claudioppo,Other
D3500_6229511,Camera
LE_SRS-XB31,Bluetooth Speaker
genio del male,Other
Z900,Other
HUAWEI Band 4-9E0,Wearable (Fitness Tracker)
N04UH,Other
NBScooter3802,Scooter
LG webOS TV UJ6307,TV
Audi MMI 5134,Other
SC213,Other
DESKTOP-9JAJG7H,Desktop PC
VW BT 4570,Car
Finestre,Other
Centrale,Other
DP_2_0_TOVJX233086,Other
83158CEG,Other
LG SJ4(A7),Bluetooth Speaker
TomTom GO Essential,GPS Navigation System
LAPTOP-2HKL0ICF,Laptop
HUAWEI Band 4-4DA,Wearable (Fitness Tracker)
Serena ð,Other
Mi9diTed,Smartphone
Beoplay H7,Bluetooth Headphones
MyMi2DC00060FEFF,Other
HONOR Band 5-71A,Wearable (Fitness Tracker)
SalĂłn,Other
TaoTronics TT-BH076,Bluetooth Headphones
DESKTOP-G8JHEMT,Desktop PC
QHM-C432,Other
VW GOLF SANDRA,Car
Honor 9 Lite - sergio,Smartphone
Sfa198be407de51a6C,Other
Audi_MMI_6733,Other
VW BT 1398,Car
Gear S2 (A7CE) LE,Wearable (Fitness Tracker)
Roby60,Other
Galaxy Watch Active (DC62) LE,Wearable (Fitness Tracker)
FMB920_3408982,Other
p9Alb,Other
Franco,Other
LAPTOP-4R57G3PN,Laptop
OPPO A1k,Smartphone
TV tv pie pie ,TV
IPXXJ141801212,Other
21282969,Other
BRC1H 7450B1,Other
81774038,Other
Galaxy Watch Active (1B10) LE,Wearable (Fitness Tracker)
N00M9,Other
Nokia 201,Smartphone
Fortunato,Other
MiraScreen BF899CFB,Other
iMac di Alessandro ,Desktop PC
HUAWEI MediaPad T3 7,Tablet
HGD T2,Other
CR-26267,Other
Pierci_j3,Other
AirPods Pro di Pietro,Bluetooth Headphones
iPad di Pietro Maria,Tablet
iPhone di Giulio Alberto,Smartphone
LG SL5Y(CD),Bluetooth Speaker
MNLAPVIG10010P,Other
MacBook Pro di andrea,Laptop
Clo 10,Other
B210_73156537,Other
HONOR Band 5-141,Wearable (Fitness Tracker)
Samsung,Smartphone
1847S023034794,Other
mb_mgaee0n6,Other
Audi MMI 7740,Other
DST-1604,Other
TV Samsung   Series (43),TV
TV Tv ,TV
skipper 2576,Other
mb_tuPvC33,Other
mb_DBaWejrJ,Other
PHANTOMNEW,Other
DESKTOP-MS60JT3,Desktop PC
DST-1545,Other
mb_yQ5nRGXk,Other
LG OK55DAB(D5),Bluetooth Speaker
mb_56xBxvPD,Other
DST-1229,Other
TV Samsung12,TV
Audi MMI 5361,Other
OnePlus Bud,Bluetooth Headphones
23133CEI,Other
Skoda BT 7426,Car
DigitalDNA Key 158700,Other
macbookveronica,Laptop
TV Malcomxmn,TV
TIM_BOX 5105,Other
Echo Dot-EXH,Bluetooth Speaker
mb_4n7+piDG,Other
localhost.localdomain-0,Other
DESKTOP-6JJV1JB,Desktop PC
iPad di Silvia,Tablet
81336571,Other
RU5782036406,Other
B210_73176551,Other
BlueUp-02-025004,Other
View3 Giuliana,Smartphone
Cat3,Other
Audi MMI 7842,Other
VW BT 4528,Car
SmartIS-04CFF8N,Other
SmartIS-04CFD8N,Other
mb_0CMiB2P0,Other
EssenzaTwo_009D6B616017,Other
mb_B5bh+ts,Other
mb_48TtBD3U,Other
mb_8X7enPbN,Other
mb_Aw28D9fL,Other
82248536,Other
21455670,Other
Gianfri ...... (GT-S75,Smartphone
Polar mobile 45573769,Smartphone
Beoplay S3,Bluetooth Speaker
TIMvision 0764,Other
B210_73152468,Other
TEA003168,Other
skipper 8608,Other
ARG4001222,Other
ARG1011294,Other
ARG1011256,Other
honor ,Smartphone
Android BT,Other
Echo Show 8-K8X,Bluetooth Speaker
SILCA SRP      ,Other
DP_2_0_TOVHT202264,Other
FMB920_4700494,Other
Y 5,Smartphone
B210_73133892,Other
VW BT 0595,Car
FedeGioiMiri,Other
CACAGOO OBD-II,Other
Ari,Other
S18ff39180b7ae183C,Other
TR8500 seri,Other
HONOR Band 5-0AF,Wearable (Fitness Tracker)
Googlehome,Bluetooth Speaker
1914S022038739,Other
HONOR Band 5-CF9,Wearable (Fitness Tracker)
TIM_BOX 1508,Other
MJ_MR_V1,Other
9067641051D833A8E9,Other
iMac di SALVATORE,Desktop PC
A1A-EU-MDA2062A,Other
MI_SCALE,Smart Scale
NBScooter0564,Scooter
DP_2_0_TOVJT220120,Other
JBL Boombox 2,Bluetooth Speaker
AV Samsung Soundbar Q800T,Bluetooth Speaker
A1A-EU-NBA3871A,Other
HUAWEI Paparino,Smartphone
TV Samsung Q70 Series (85),TV
HUAWEI P20 Pro Gale,Smartphone
SONY KD-43XH8077,TV
K42,Smartphone
Echo-BG9,Bluetooth Speaker
BF1000,Other
NBScooter5904,Scooter
VELVET,Other
Eve Energy DA90,Other
VW BT 8440,Car
BRC1H E6B56E,Other
B210_73129406,Other
LCOG-91941691D01,Other
E,Other
RT_T,Other
ARCODA801188,Other
B4E553226CF633AEE9,Other
N&W BlueRed Xb9e275,Other
N&W BlueRed Xb9da35,Other
B210_73110571,Other
82769672,Other
Echo-3C6,Bluetooth Speaker
HONOR Band 5-A93,Wearable (Fitness Tracker)
Sea6c6ef90863b943C,Other
AR,Other
MAXFREE01953,Other
Echo Show 5-64H,Smart Display
Nuki_1B42B104,Other
Eve Energy 221F,Other
marco,Other
N&W BlueRed Xb78ee7,Other
FM414612,Other
1914S022038708,Other
FM415510,Other
846B215E405A33AEE9,Other
FM414611,Other
FM415511,Other
FM415503,Other
FM415509,Other
FM414615,Other
FM415481,Other
FM414616,Other
FM414614,Other
FM499716,Other
PC-ANDREA-HP,Laptop
ELIA_PC,Laptop
ZORTEA-DELL01,Laptop
NB3581FHT1DX2,Other
MARTA-PC,Laptop
ARCODA801186,Other
FM499633,Other
FM498906,Other
FM408612,Other
FM499320,Other
FM499146,Other
FMB003,Other
HUAWEI WATCH GT-9E8,Wearable (Fitness Tracker)
FMB003_LE,Other
ARCODA00000F,Other
ZENBOOK,Laptop
LE-The name of the Bose,Bluetooth Speaker
CT886,Other
846B215E406633AEE9,Other
846B215E479033AEE9,Other
846B215E401833AEE9,Other
FW70_400,Other
B500_40138045,Other
LAPTOP-1K39O6CU,Laptop
MB-ANDREA,Other
HUAWEI WATCH FIT-D21,Wearable (Fitness Tracker)
DP_2_1_TOGKY070090,Other
HONOR Band 5-A6C,Wearable (Fitness Tracker)
DP_2_1_TOGKX062002,Other
FMB110_6315131,Other
PARTYBTPRO,Other
BRC1H 87CB4E,Other
Ufficio Max B,Other
OPPO F9,Smartphone
Franz,Other
DigitalDNA Key 129108,Other
View3 Andrea,Smartphone
60326112,Other
Audi MMI 6724,Other
HUAWEI P9 LITE GTI,Smartphone
VW BT 9470,Car
VW BT 1192,Car
DP_2_0_TOVHX147816,Other
LAPTOP-3PDRSBVP,Laptop
Adriano ,Other
Guido ,Other
SmartSolar HQ2001Z4BR6,Other
Echo Dot-9X1,Bluetooth Speaker
Nokia 7020,Smartphone
Redmi Note 5,Smartphone
Lenfant beni,Other
72121DPH,Other
VW BT 3530,Car
KW20_C863,Other
DP_2_1_TOGKX369770,Other
BT0060,Other
DESKTOP-3JSJD6N,Desktop PC
HUAWEI Band 2-654,Wearable (Fitness Tracker)
82373374,Other
TV Bobi TV,TV
ihoment_H6113_1E7B,Other
LB07,Other
Nokia 2720 Flip,Smartphone
B210_73084165,Other
S88cf52780a822d4dC,Other
Withings Aura 76,Other
846B217F7DA233A8E9,Other
DCS-8000LH-86C0,Other
lory,Other
andreapisa,Other
DP_2_0_TOVHX060713,Other
B210_73089307,Other
HUAWEI Band 4 Pro-040,Wearable (Fitness Tracker)
Leye. oppo,Other
F300,Wearable (Fitness Tracker)
SumUp 778,Payment Device
TV tv flavia,TV
Elaisa,Other
q8,Other
HUAWEI WATCH GT-B0D,Wearable (Fitness Tracker)
DP_2_1_TOGLX104497,Other
VibroSlim,Other
HUAWEI Band 2-b73,Wearable (Fitness Tracker)
Honor 9 Lite Lisa,Smartphone
VW NFZ BT 2989,Car
90676410581A33A8E9,Other
JeTEO,Other
B210_73034850,Other
HONOR Band 5-35E,Wearable (Fitness Tracker)
Amazfit-58D5,Wearable (Fitness Tracker)
Paolo HONOR 20 Lite,Smartphone
Galaxy Watch Active2(016A) LE,Wearable (Fitness Tracker)
B3BA2002003594,Other
SPC360SFNw,Other
annaadriana,Other
amaanilin ,Other
AS852040653463,Other
FMT100_9302831,Other
Echo-2PX,Bluetooth Speaker
S8d2e5bcd89f14c00C,Other
Galaxy Buds (E734),Other
trevi,Other
Mansueto,Other
Saraðð,Other
B500_40051340,Other
DP_2_1_TOGKX188105,Other
HUAWEI Band 3 Pro-10E,Wearable (Fitness Tracker)
LG CM2760(6E),Bluetooth Speaker
Galaxy Fit2 (201A),Wearable (Fitness Tracker)
LE-martina,Other
Echo Dot-6GG,Bluetooth Speaker
E3E-EU-NBA0712A,Other
ihoment_H6110_D12C,Other
VW3-EU-KGA0344A,Other
Galaxy Watch (01E6) LE,Wearable (Fitness Tracker)
Chromacast,Other
3.54E+11,Other
ihoment_H6181_A54A,Other
Echo Dot-87R,Bluetooth Speaker
TIMvision 3229,TV
OPPO Reno 10x,Smartphone
LAPTOP-0DSVQOFP,Laptop
Sparta,Other
Chromecast9573,Other
1838S022021221,Other
LG FJ5   (A8),Bluetooth Speaker
BlueZ 5.48,Other
CR-22083,Other
HUAWEI Laura,Other
MacBook Pro di Michele ,Laptop
GRIFONETTO,Other
KUN HUANGâs Mouse,Other
andrea passeriniâs iPad,Tablet
83650763,Other
LCOG-92000448A01,Other
SHREDDER-AT,Other
TIM_BOX EE5A,Other
PP-0045,Other
E540-PC,Desktop PC
iPhone di Diego,Smartphone
TV camera familiare,TV
LINK MV3120I00209,Other
LG CM2760(14),Bluetooth Speaker
PHL-65PUS730312,TV
SmartBand_05C2,Wearable (Fitness Tracker)
Audi MMI 3842,Car
Audi MMI 7837,Car
DESKTOP-KRCAMIK,Desktop PC
VW BT 8537,Car
BRC1H 86D371,Other
HS_4G2 19ZH10M2001Y200015,Other
Xcarlink,Other
HUAWEI WATCH GT 2e-F8C,Wearable (Fitness Tracker)
Claudio,Other
LAPTOP-T6SS4DO8,Laptop
G230652,Other
TIM_BOX 3189,Other
AUKEY BT-F4,Other
1845S023031196,Other
DP_2_1_TOGKX382591,Other
SRS-XB40,Bluetooth Speaker
BRC1H DC11A9,Other
Silly,Other
21033863,Other
SBC-ST102201401384,Other
DESKTOP-71NU404,Desktop PC
BRAVIA 4K GB ATV3 4475,TV
Rametto,Other
BR1,Other
W150_43004282,Other
Parrot MKi9100,Other
LEDBlue-194D1613 ,Other
Echo Dot-RBT,Bluetooth Speaker
Dormitor,Other
82414405,Other
RNBT-A036,Other
alewifi,Other
WHOOP 3A324401,Other
Gear Fit2 Pro (4F51),Wearable (Fitness Tracker)
Ride SenseV01 BACDXP2F,Other
Polar mobile 29025522,Other
Redmi lucio,Smartphone
82672900,Other
IPXXJ172902821,Other
Galaxy Watch (09FD) LE,Wearable (Fitness Tracker)
IPXXJ140401011,Other
HUAWEI_P9_29C8,Smartphone
Galaxy Watch Active2(1A3A) LE,Wearable (Fitness Tracker)
G8EA02795         ,Other
tua nonna,Other
Evoke F3BT,Other
MINITECHS11B,Other
V6 Tellan,Other
HUAWEI jimmy,Other
Jenny s hotspot,Other
Hiting,Other
Gear S3 (C1BA) LE,Wearable (Fitness Tracker)
K2,Other
,Other
Galaxy Watch (F933) LE,Wearable (Fitness Tracker)
LE-Frate,Other
Gear S3 (D38C) LE,Wearable (Fitness Tracker)
HUAWEI Band 2-43a,Wearable (Fitness Tracker)
DP_2_1_TOGJY019017,Other
ALCATEL ONETOUCH 2012D,Other
ð,Other
LAPTOP-MSF6G7CJ,Laptop
22024975,Other
20205761,Other
Aukey Muse,Other
C18_Pro,Other
21692111,Other
Nest,Other
ARG1020625,Other
COOSPO H6 0065264,Other
DP_2_0_TOVJX592129,Other
RF01P191622518,Other
MyRun 20009525,Other
RF01P191602350,Other
EST1026952,Other
EST2028319,Other
EssenzaTwo_009D6B6206A1,Other
lime-931303293165,Other
B210_73179327,Other
EREMITA,Other
B210_73113290,Other
BeoPlay Fazion,Other
D7500_6017744,Other
D5600_6208560,Other
EOSM5,Other
B210_73143876,Other
BlueUp-02-025123,Other
Vb1-AgC67g,Other
VS9-EU-KHA4331A,Other
iPhone di Cesario,Smartphone
82103100,Other
LG GB220,Other
EST4027944,Other
HRM-Dual081784,Other
DP_2_0_TOVHT190862,Other
DP_2_0_TOVJX547643,Other
BRC1H F1D3BC,Other
81392400,Other
HONOR Band 5-A80,Wearable (Fitness Tracker)
81282223,Other
VW BT 3109,Car
B210_73173727,Other
BRC1H 635D27,Other
83553018,Other
B210_73129995,Other
V3 BLE0982550,Other
Mark,Other
Bluetooth Audio,Other
Sense,Other
Girelli,Other
Skoda BT 1218,Car
Hisense tC300.,TV
IPXXJ162502846,Other
LINK MV4379I00816,Other
LG CM2460DAB(2C),Bluetooth Speaker
TEST 5G 500% LJUBLJANA,Other
B210_73033640,Other
DP_2_0_TOVHX308832,Other
appleTV di Olga,Other
HUAWEI Mate 10 Pro. ,Smartphone
BRAVIA 4K GB ATV3 2490,TV
Antonella,Other
HONOR Band 5-89A,Wearable (Fitness Tracker)
BRC1H 63045F,Other
BRC1H 409AAC,Other
agsm-01066,Other
agsm-01075,Other
HUAWEI P10 Alberto,Smartphone
BRC1H 10D483,Other
Galaxy Watch Active (8E44) LE,Wearable (Fitness Tracker)
LG SJ4(96),Bluetooth Speaker
Galaxy Watch Active2(1327) LE,Wearable (Fitness Tracker)
JOGGER027F,Other
lime-931303289831,Other
RF01P191553194,Other
RF01P191753626,Other
Q58_E923,Other
SBC-ST101200367842,Other
VW BT 2540,Car
CR-30783,Other
HUAWEI Band 3 Pro-06B,Wearable (Fitness Tracker)
HUAWEI Y7,Smartphone
GoPro 4038,Other
HONOR Band 5-EA1,Wearable (Fitness Tracker)
TRKM265203569,Other
HUAWEI Band 3e-0A6,Wearable (Fitness Tracker)
Audi MMI 3873,Car
DP_2_1_TOGLY024559,Other
LE-Patrizio,Other
HONOR Band 5-94C,Wearable (Fitness Tracker)
PCRECEPTION,Desktop PC
HUAWEI Band 3 Pro-77C,Wearable (Fitness Tracker)
Galaxy Fit (3558),Wearable (Fitness Tracker)
IPXXJ142100331,Other
TKAGT004053,Other
SmartBand_1B86,Wearable (Fitness Tracker)
VMII,Other
iMac di Centro AttivitÃ  Mot,Desktop PC
TKAGT002399,Other
